tconst	parentTconst	seasonNumber	episodeNumber
tt0517938	tt0307720	1	3
tt0517939	tt0307720	1	5
tt0517940	tt0307720	1	8
tt0517941	tt0178125	1	17
tt0517942	tt0437702	1	5
tt0517943	tt0437702	1	3
tt0517944	tt0437702	1	4
tt0517945	tt0437702	1	1
tt0517946	tt0437702	1	2
tt0517947	tt0437702	1	6
tt0517948	tt0203248	5	1
tt0517949	tt0203248	5	10
tt0517950	tt0203248	5	11
tt0517951	tt0203248	5	12
tt0517952	tt0203248	5	14
tt0517953	tt0203248	5	15
tt0517954	tt0203248	5	16
tt0517955	tt0203248	5	2
tt0517956	tt0203248	5	3
tt0517957	tt0203248	5	4
tt0517958	tt0203248	5	5
tt0517959	tt0203248	5	6
tt0517960	tt0203248	5	7
tt0517961	tt0203248	5	8
tt0517962	tt0203248	5	9
tt0517963	tt0203248	6	1
tt0517964	tt0203248	6	10
tt0517965	tt0203248	6	11
tt0517966	tt0203248	6	12
tt0517967	tt0203248	6	2
tt0517968	tt0203248	6	3
tt0517969	tt0203248	6	4
tt0517970	tt0203248	6	5
tt0517971	tt0203248	6	6
tt0517972	tt0203248	6	7
tt0517973	tt0203248	6	8
tt0517974	tt0203248	6	9
tt0517975	tt0203248	7	1
tt0517976	tt0203248	7	10
tt0517977	tt0203248	7	11
tt0517978	tt0203248	7	12
tt0517979	tt0203248	7	13
tt0517980	tt0203248	7	3
tt0517981	tt0203248	7	4
tt0517982	tt0203248	7	5
tt0517983	tt0203248	7	6
tt0517984	tt0203248	7	7
tt0517985	tt0203248	7	8
tt0517986	tt0203248	7	9
tt0517987	tt0203248	1	6
tt0517988	tt0203248	4	12
tt0517989	tt0203248	2	8
tt0517990	tt0203248	4	9
tt0517991	tt0203248	3	1
tt0517992	tt0203248	3	11
tt0517993	tt0203248	4	11
tt0517994	tt0203248	4	3
tt0517995	tt0203248	3	5
tt0517996	tt0203248	3	15
tt0517997	tt0203248	3	10
tt0517998	tt0203248	3	16
tt0517999	tt0203248	3	9
tt0518000	tt0203248	4	16
tt0518001	tt0203248	3	6
tt0518002	tt0203248	1	2
tt0518003	tt0203248	2	12
tt0518004	tt0203248	4	4
tt0518005	tt0203248	1	8
tt0518006	tt0203248	3	4
tt0518007	tt0203248	4	10
tt0518008	tt0203248	2	10
tt0518009	tt0203248	4	1
tt0518010	tt0203248	3	14
tt0518011	tt0203248	4	14
tt0518012	tt0203248	2	4
tt0518013	tt0203248	2	6
tt0518014	tt0203248	1	10
tt0518015	tt0203248	1	3
tt0518016	tt0203248	4	15
tt0518017	tt0203248	2	5
tt0518018	tt0203248	2	13
tt0518019	tt0203248	4	5
tt0518020	tt0203248	4	7
tt0518021	tt0203248	1	7
tt0518022	tt0203248	4	8
tt0518023	tt0203248	3	13
tt0518024	tt0203248	2	11
tt0518025	tt0203248	2	2
tt0518026	tt0203248	4	6
tt0518027	tt0203248	3	3
tt0518028	tt0203248	3	7
tt0518029	tt0203248	2	9
tt0518030	tt0203248	2	7
tt0518031	tt0203248	3	2
tt0518032	tt0203248	1	4
tt0518033	tt0203248	1	1
tt0518034	tt0203248	3	12
tt0518035	tt0203248	4	13
tt0518036	tt0203248	2	1
tt0518037	tt0203248	4	2
tt0518038	tt0203248	3	8
tt0518039	tt0203248	2	3
tt0518040	tt0249277	3	4
tt0518041	tt0249277	4	1
tt0518042	tt0187622	1	9
tt0518043	tt0187622	1	2
tt0518044	tt0187622	1	10
tt0518045	tt0187622	1	12
tt0518046	tt0187622	1	5
tt0518047	tt0187622	1	4
tt0518048	tt0187622	1	1
tt0518049	tt0187622	1	8
tt0518050	tt0187622	1	11
tt0518051	tt0187622	1	7
tt0518052	tt0187622	1	0
tt0518053	tt0187622	1	13
tt0518054	tt0187622	1	3
tt0518055	tt0187622	1	6
tt0518056	tt0205616	2	3
tt0518057	tt0205616	2	4
tt0518058	tt0205616	2	7
tt0518059	tt0205616	1	1
tt0518060	tt0205616	1	6
tt0518061	tt0205616	2	5
tt0518062	tt0205616	1	5
tt0518063	tt0205616	1	4
tt0518064	tt0205616	2	6
tt0518065	tt0205616	2	2
tt0518066	tt0205616	1	3
tt0518067	tt0205616	2	1
tt0518068	tt0205616	1	2
tt0518069	tt0161129	2	76
tt0518070	tt0341693	\N	\N
tt0518071	tt0341693	\N	\N
tt0518072	tt0098746	1	3
tt0518073	tt0098746	1	5
tt0518074	tt0098746	2	3
tt0518075	tt0098746	2	7
tt0518076	tt0098746	2	5
tt0518077	tt0098746	2	2
tt0518078	tt0098746	2	8
tt0518079	tt0098746	2	6
tt0518080	tt0098746	2	4
tt0518081	tt0098746	2	1
tt0518082	tt0098746	1	4
tt0518083	tt0098746	1	2
tt0518084	tt0460357	\N	\N
tt0518085	tt0460357	\N	\N
tt0518086	tt0460357	\N	\N
tt0518087	tt0460357	\N	\N
tt0518088	tt0460357	\N	\N
tt0518089	tt0460357	\N	\N
tt0518090	tt0460357	\N	\N
tt0518091	tt0460357	\N	\N
tt0518092	tt0460357	\N	\N
tt0518093	tt0460357	\N	\N
tt0518094	tt0173526	2	3
tt0518095	tt0173526	1	2
tt0518096	tt0173526	1	1
tt0518097	tt0173526	2	2
tt0518098	tt0173526	2	1
tt0518099	tt0118264	1	12
tt0518100	tt0118264	1	8
tt0518101	tt0118264	1	0
tt0518102	tt0118264	1	9
tt0518103	tt0118264	1	13
tt0518104	tt0255765	1	3
tt0518105	tt0057732	1	11
tt0518106	tt0057732	1	16
tt0518107	tt0057732	1	19
tt0518108	tt0057732	1	7
tt0518109	tt0489893	1	15
tt0518110	tt0489893	1	2
tt0518111	tt0489893	1	20
tt0518112	tt0489893	1	1
tt0518113	tt0489893	1	11
tt0518114	tt0489893	1	24
tt0518115	tt0489893	1	23
tt0518116	tt0489893	1	21
tt0518117	tt0489893	1	19
tt0518118	tt0489893	1	13
tt0518119	tt0489893	1	14
tt0518120	tt0489893	1	18
tt0518121	tt0489893	1	25
tt0518122	tt0489893	1	22
tt0518123	tt0489893	1	17
tt0518124	tt0451485	1	25
tt0518125	tt0451485	1	12
tt0518126	tt0451485	1	26
tt0518127	tt0451485	1	27
tt0518128	tt0451485	1	5
tt0518129	tt0451485	1	4
tt0518130	tt0451485	1	3
tt0518131	tt0451485	1	21
tt0518132	tt0451485	1	24
tt0518133	tt0451485	1	28
tt0518134	tt0451485	1	14
tt0518135	tt0451485	1	9
tt0518136	tt0451485	1	23
tt0518137	tt0451485	1	1
tt0518138	tt0451485	1	15
tt0518139	tt0451485	1	6
tt0518140	tt0451485	1	8
tt0518141	tt0451485	1	19
tt0518142	tt0451485	1	11
tt0518143	tt0451485	1	10
tt0518144	tt0451485	1	18
tt0518145	tt0451485	1	16
tt0518146	tt0451485	1	7
tt0518147	tt0451485	1	30
tt0518148	tt0451485	1	20
tt0518149	tt0451485	1	17
tt0518150	tt0451485	1	13
tt0518151	tt0451485	1	22
tt0518152	tt0451485	1	2
tt0518153	tt0451485	1	29
tt0518156	tt0404583	1	4
tt0518157	tt0494587	1	4
tt0518158	tt0494587	1	6
tt0518159	tt0494587	1	5
tt0518160	tt0105947	1	12
tt0518161	tt0105947	1	14
tt0518162	tt0105947	1	8
tt0518163	tt0105947	1	9
tt0518164	tt0105947	1	17
tt0518165	tt0105947	1	13
tt0518166	tt0105947	1	7
tt0518167	tt0105947	1	1
tt0518168	tt0105947	1	6
tt0518170	tt0105947	1	10
tt0518171	tt0105947	1	2
tt0518172	tt0105947	1	5
tt0518173	tt0105947	1	11
tt0518174	tt0105947	1	16
tt0518175	tt0105947	1	4
tt0518176	tt0105947	1	15
tt0518177	tt0105947	1	3
tt0518178	tt0446816	\N	\N
tt0518179	tt0420367	\N	\N
tt0518180	tt0420367	\N	\N
tt0518181	tt0174377	\N	\N
tt0518182	tt0174377	\N	\N
tt0518183	tt0174377	\N	\N
tt0518185	tt0211136	1	7
tt0518186	tt0155423	2	3
tt0518187	tt0111889	7	13
tt0518188	tt0111889	6	15
tt0518189	tt0111889	3	4
tt0518190	tt0111889	7	9
tt0518191	tt0111889	2	8
tt0518192	tt0111889	4	7
tt0518193	tt0111889	4	15
tt0518194	tt0111889	4	1
tt0518195	tt0111889	5	12
tt0518196	tt0111889	5	4
tt0518197	tt0111889	5	16
tt0518198	tt0111889	3	13
tt0518199	tt0111889	2	4
tt0518200	tt0111889	1	15
tt0518201	tt0111889	3	11
tt0518202	tt0111889	5	14
tt0518203	tt0111889	1	5
tt0518204	tt0111889	6	12
tt0518205	tt0111889	6	4
tt0518206	tt0111889	2	12
tt0518207	tt0111889	6	3
tt0518208	tt0111889	5	13
tt0518209	tt0111889	4	2
tt0518210	tt0111889	3	5
tt0518211	tt0111889	1	2
tt0518212	tt0111889	4	11
tt0518213	tt0111889	7	5
tt0518214	tt0111889	6	2
tt0518215	tt0111889	3	2
tt0518216	tt0111889	6	17
tt0518217	tt0111889	3	15
tt0518218	tt0111889	7	15
tt0518219	tt0111889	5	5
tt0518220	tt0111889	2	11
tt0518221	tt0111889	2	6
tt0518222	tt0111889	3	6
tt0518223	tt0111889	5	15
tt0518224	tt0111889	7	16
tt0518225	tt0111889	3	8
tt0518226	tt0111889	5	6
tt0518227	tt0111889	2	13
tt0518228	tt0111889	6	13
tt0518229	tt0111889	4	10
tt0518230	tt0111889	6	5
tt0518231	tt0111889	2	10
tt0518232	tt0111889	2	5
tt0518233	tt0111889	7	4
tt0518234	tt0111889	4	12
tt0518235	tt0111889	1	3
tt0518236	tt0111889	6	1
tt0518237	tt0111889	6	8
tt0518238	tt0111889	2	16
tt0518239	tt0111889	5	9
tt0518240	tt0111889	7	2
tt0518241	tt0111889	1	1
tt0518242	tt0111889	1	6
tt0518243	tt0111889	2	2
tt0518244	tt0111889	3	3
tt0518245	tt0111889	4	16
tt0518246	tt0111889	4	5
tt0518247	tt0111889	2	15
tt0518248	tt0111889	3	1
tt0518249	tt0111889	3	16
tt0518250	tt0111889	5	7
tt0518251	tt0111889	7	1
tt0518252	tt0111889	5	1
tt0518253	tt0111889	1	10
tt0518254	tt0111889	3	14
tt0518255	tt0111889	4	3
tt0518256	tt0111889	5	11
tt0518257	tt0111889	6	6
tt0518258	tt0111889	6	14
tt0518259	tt0111889	7	12
tt0518260	tt0111889	4	14
tt0518261	tt0111889	7	6
tt0518262	tt0111889	4	4
tt0518263	tt0111889	5	2
tt0518264	tt0111889	5	8
tt0518265	tt0111889	2	3
tt0518266	tt0111889	6	9
tt0518267	tt0111889	7	8
tt0518268	tt0111889	2	7
tt0518269	tt0111889	7	3
tt0518270	tt0111889	6	10
tt0518271	tt0111889	7	10
tt0518272	tt0111889	7	14
tt0518273	tt0111889	3	7
tt0518274	tt0111889	1	11
tt0518275	tt0111889	1	16
tt0518276	tt0111889	4	6
tt0518277	tt0111889	3	9
tt0518278	tt0111889	6	16
tt0518279	tt0111889	6	11
tt0518280	tt0111889	7	7
tt0518281	tt0111889	4	13
tt0518282	tt0111889	2	14
tt0518283	tt0111889	2	1
tt0518284	tt0111889	4	9
tt0518285	tt0111889	7	11
tt0518286	tt0111889	5	10
tt0518287	tt0111889	6	7
tt0518288	tt0111889	5	3
tt0518289	tt0111889	2	9
tt0518290	tt0111889	4	8
tt0518291	tt0111889	3	10
tt0518292	tt0467375	1	1
tt0518293	tt0467375	1	2
tt0518294	tt0115105	5	8
tt0518295	tt0115105	4	1
tt0518297	tt0115105	5	12
tt0518298	tt0115105	3	1
tt0518299	tt0115105	4	9
tt0518300	tt0115105	4	10
tt0518301	tt0115105	4	3
tt0518302	tt0115105	5	7
tt0518303	tt0115105	5	3
tt0518305	tt0115105	2	8
tt0518306	tt0115105	6	2
tt0518307	tt0115105	5	5
tt0518308	tt0115105	1	4
tt0518309	tt0115105	6	7
tt0518310	tt0115105	6	1
tt0518311	tt0115105	4	2
tt0518312	tt0115105	5	2
tt0518314	tt0115105	6	6
tt0518315	tt0115105	2	3
tt0518316	tt0115105	4	7
tt0518317	tt0115105	4	11
tt0518318	tt0115105	1	3
tt0518320	tt0115105	5	11
tt0518321	tt0115105	2	7
tt0518322	tt0115105	5	4
tt0518324	tt0115105	2	6
tt0518326	tt0115105	4	4
tt0518327	tt0115105	6	5
tt0518329	tt0115105	2	2
tt0518330	tt0115105	4	8
tt0518331	tt0115105	6	8
tt0518332	tt0115105	2	5
tt0518333	tt0115105	6	4
tt0518335	tt0115105	6	3
tt0518336	tt0115105	2	4
tt0518337	tt0115105	4	12
tt0518339	tt0115105	5	9
tt0518340	tt0115105	1	5
tt0518342	tt0115105	1	2
tt0518344	tt0115105	1	1
tt0518345	tt0115105	4	6
tt0518346	tt0115105	5	1
tt0518348	tt0115105	5	10
tt0518349	tt0405519	1	7
tt0518350	tt0405519	1	3
tt0518351	tt0405519	1	11
tt0518352	tt0405519	1	10
tt0518353	tt0405519	1	8
tt0518354	tt0405519	1	4
tt0518355	tt0405519	1	5
tt0518356	tt0405519	1	9
tt0518357	tt0350390	\N	\N
tt0518358	tt0068044	1	4
tt0518359	tt0068044	2	7
tt0518360	tt0068044	2	5
tt0518361	tt0068044	2	2
tt0518362	tt0068044	1	1
tt0518363	tt0068044	1	3
tt0518364	tt0068044	2	1
tt0518365	tt0068044	2	8
tt0518366	tt0068044	1	2
tt0518367	tt0068044	2	6
tt0518368	tt0068044	1	6
tt0518369	tt0068044	1	7
tt0518370	tt0068044	2	3
tt0518371	tt0068044	1	8
tt0518372	tt0068044	2	4
tt0518373	tt0068044	1	5
tt0518374	tt0417302	\N	\N
tt0518375	tt0417302	1	23
tt0518376	tt0374365	1	1
tt0518377	tt0374365	2	3
tt0518378	tt0374365	2	2
tt0518379	tt0374365	2	6
tt0518380	tt0374365	2	7
tt0518381	tt0374365	2	11
tt0518382	tt0374365	2	5
tt0518383	tt0374365	1	6
tt0518384	tt0374365	1	8
tt0518385	tt0374365	2	1
tt0518386	tt0374365	2	13
tt0518387	tt0374365	2	10
tt0518388	tt0374365	2	8
tt0518389	tt0374365	2	9
tt0518390	tt0374365	2	12
tt0518391	tt0374365	2	4
tt0518392	tt0371434	\N	\N
tt0518393	tt0371434	2	3
tt0518394	tt0371434	3	4
tt0518395	tt0371434	1	1
tt0518396	tt0371434	1	9
tt0518397	tt0371434	1	5
tt0518398	tt0371434	2	1
tt0518399	tt0371434	3	3
tt0518400	tt0371434	1	6
tt0518401	tt0371434	1	4
tt0518402	tt0371434	1	2
tt0518403	tt0371434	3	1
tt0518404	tt0371434	1	10
tt0518405	tt0371434	2	5
tt0518406	tt0371434	3	2
tt0518407	tt0181914	1	2
tt0518408	tt0181914	1	3
tt0518409	tt0181914	1	5
tt0518410	tt0181914	1	6
tt0518411	tt0320837	1	1
tt0518412	tt0320837	1	10
tt0518413	tt0320837	1	2
tt0518414	tt0320837	1	3
tt0518415	tt0320837	1	4
tt0518416	tt0320837	1	6
tt0518417	tt0320837	1	7
tt0518418	tt0320837	1	8
tt0518419	tt0320837	1	9
tt0518420	tt0320837	2	1
tt0518421	tt0320837	2	10
tt0518422	tt0320837	2	11
tt0518423	tt0320837	2	12
tt0518424	tt0320837	2	13
tt0518425	tt0320837	2	4
tt0518426	tt0320837	2	5
tt0518427	tt0320837	2	6
tt0518428	tt0320837	2	7
tt0518429	tt0320837	2	8
tt0518430	tt0068045	1	10
tt0518431	tt0068045	1	7
tt0518432	tt0068045	1	14
tt0518433	tt0068045	1	5
tt0518434	tt0068045	1	11
tt0518435	tt0068045	1	6
tt0518436	tt0068045	1	1
tt0518437	tt0068045	1	3
tt0518438	tt0068045	1	12
tt0518439	tt0068045	1	13
tt0518440	tt0068045	1	2
tt0518441	tt0068045	1	9
tt0518442	tt0068045	1	15
tt0518443	tt0068045	1	8
tt0518444	tt0302074	1	1
tt0518445	tt0302074	\N	\N
tt0518446	tt0367281	1	1
tt0518447	tt0367281	1	2
tt0518448	tt0367281	1	3
tt0518449	tt0367281	1	4
tt0518450	tt0367281	1	5
tt0518451	tt0367281	1	6
tt0518452	tt0384719	1	2
tt0518453	tt0384719	2	1
tt0518454	tt0384719	1	1
tt0518455	tt0129664	1	4
tt0518456	tt0129664	1	5
tt0518457	tt0331728	\N	\N
tt0518458	tt0331728	\N	\N
tt0518459	tt0331728	\N	\N
tt0518460	tt0331728	\N	\N
tt0518461	tt0331728	\N	\N
tt0518462	tt0080194	1	1
tt0518463	tt0080194	1	2
tt0518464	tt0080194	1	3
tt0518465	tt0080194	1	4
tt0518466	tt0080194	1	11
tt0518467	tt0080194	2	7
tt0518468	tt0080194	2	11
tt0518469	tt0080194	2	15
tt0518470	tt0063868	1	18
tt0518471	tt0063868	1	1
tt0518472	tt0063868	2	28
tt0518473	tt0053483	1	36
tt0518474	tt0053483	1	24
tt0518475	tt0053483	1	21
tt0518476	tt0053483	1	19
tt0518477	tt0053483	1	35
tt0518478	tt0053483	1	27
tt0518479	tt0053483	1	20
tt0518480	tt0053483	1	16
tt0518481	tt0053483	1	3
tt0518482	tt0053483	1	17
tt0518483	tt0053483	1	29
tt0518484	tt0053483	1	2
tt0518485	tt0053483	1	25
tt0518486	tt0053483	1	6
tt0518487	tt0053483	1	9
tt0518488	tt0053483	1	31
tt0518489	tt0053483	1	14
tt0518490	tt0053483	1	12
tt0518491	tt0053483	1	11
tt0518492	tt0053483	1	22
tt0518493	tt0053483	1	26
tt0518494	tt0053483	1	15
tt0518495	tt0053483	1	32
tt0518496	tt0053483	1	28
tt0518497	tt0053483	1	13
tt0518498	tt0053483	1	23
tt0518499	tt0053483	1	34
tt0518500	tt0053483	1	5
tt0518501	tt0053483	1	1
tt0518502	tt0053483	1	7
tt0518503	tt0053483	1	8
tt0518504	tt0053483	1	4
tt0518505	tt0053483	1	18
tt0518506	tt0053483	1	33
tt0518507	tt0053483	1	10
tt0518508	tt0053483	1	30
tt0518509	tt0326459	1	1
tt0518510	tt0326459	1	2
tt0518511	tt0326459	1	3
tt0518512	tt0326459	2	1
tt0518513	tt0326459	2	2
tt0518514	tt0326459	2	3
tt0518515	tt0326459	5	1
tt0518516	tt0326459	5	2
tt0518517	tt0326459	5	3
tt0518518	tt0326459	6	1
tt0518519	tt0326459	6	2
tt0518520	tt0326459	\N	\N
tt0518521	tt0326459	\N	\N
tt0518522	tt0326459	\N	\N
tt0518523	tt0326459	\N	\N
tt0518524	tt0326459	\N	\N
tt0518525	tt0326459	\N	\N
tt0518526	tt0326459	29	2
tt0518527	tt0399952	1	2
tt0518528	tt0399952	1	3
tt0518529	tt0187623	1	3
tt0518530	tt0187623	3	6
tt0518531	tt0187623	1	1
tt0518532	tt0187623	2	4
tt0518533	tt0187623	1	5
tt0518534	tt0187623	4	5
tt0518535	tt0187623	3	4
tt0518536	tt0187623	3	2
tt0518537	tt0187623	2	6
tt0518538	tt0187623	1	4
tt0518539	tt0187623	4	3
tt0518540	tt0187623	4	1
tt0518541	tt0187623	1	0
tt0518542	tt0187623	2	1
tt0518543	tt0187623	4	4
tt0518544	tt0187623	2	2
tt0518545	tt0187623	2	8
tt0518546	tt0187623	2	3
tt0518547	tt0187623	4	2
tt0518548	tt0187623	3	1
tt0518549	tt0187623	1	2
tt0518550	tt0187623	1	6
tt0518551	tt0187623	2	10
tt0518552	tt0187623	2	7
tt0518553	tt0187623	2	5
tt0518554	tt0187623	3	3
tt0518555	tt0187623	2	9
tt0518556	tt0187623	3	5
tt0518557	tt0187623	4	6
tt0518558	tt0072470	1	8
tt0518559	tt0072470	1	9
tt0518560	tt0072470	1	2
tt0518561	tt0072470	1	1
tt0518562	tt0072470	1	5
tt0518563	tt0072470	1	6
tt0518564	tt0072470	1	3
tt0518565	tt0072470	1	12
tt0518566	tt0072470	1	7
tt0518567	tt0072470	1	10
tt0518568	tt0072470	1	4
tt0518569	tt0072470	1	13
tt0518570	tt0072470	1	11
tt0518571	tt0460622	1	6
tt0518572	tt0460622	1	10
tt0518573	tt0460622	1	8
tt0518574	tt0460622	1	7
tt0518575	tt0460622	1	1
tt0518576	tt0460622	1	3
tt0518577	tt0460622	1	2
tt0518578	tt0460622	1	9
tt0518579	tt0460622	1	5
tt0518580	tt0460622	1	4
tt0518581	tt0084981	1	8
tt0518582	tt0084981	1	11
tt0518583	tt0084981	1	5
tt0518584	tt0084981	1	4
tt0518585	tt0084981	1	9
tt0518586	tt0084981	1	1
tt0518587	tt0084981	1	7
tt0518588	tt0084981	1	6
tt0518589	tt0084981	1	10
tt0518590	tt0084981	1	3
tt0518591	tt0084981	1	2
tt0518592	tt0065276	1	9
tt0518593	tt0065276	1	10
tt0518594	tt0065276	1	7
tt0518595	tt0065276	1	4
tt0518596	tt0065276	1	1
tt0518597	tt0065276	1	8
tt0518598	tt0065276	1	2
tt0518599	tt0065276	1	6
tt0518600	tt0065276	1	5
tt0518601	tt0065276	1	3
tt0518602	tt0391581	\N	\N
tt0518603	tt0391581	\N	\N
tt0518604	tt0391581	\N	\N
tt0518605	tt0391581	\N	\N
tt0518606	tt0391581	\N	\N
tt0518607	tt0391581	\N	\N
tt0518608	tt0391581	\N	\N
tt0518609	tt0391581	\N	\N
tt0518610	tt0391581	\N	\N
tt0518611	tt0391581	\N	\N
tt0518612	tt0391581	\N	\N
tt0518613	tt0391581	\N	\N
tt0518614	tt0391581	\N	\N
tt0518615	tt0391581	\N	\N
tt0518616	tt0391581	\N	\N
tt0518617	tt0391581	\N	\N
tt0518618	tt0391581	\N	\N
tt0518619	tt0391581	\N	\N
tt0518620	tt0391581	\N	\N
tt0518621	tt0391581	\N	\N
tt0518622	tt0391581	\N	\N
tt0518623	tt0391581	\N	\N
tt0518624	tt0391581	\N	\N
tt0518625	tt0391581	\N	\N
tt0518626	tt0391581	\N	\N
tt0518627	tt0391581	\N	\N
tt0518628	tt0391581	\N	\N
tt0518629	tt0391581	\N	\N
tt0518630	tt0391581	\N	\N
tt0518631	tt0391581	\N	\N
tt0518632	tt0391581	\N	\N
tt0518633	tt0391581	\N	\N
tt0518634	tt0391581	\N	\N
tt0518635	tt0391581	\N	\N
tt0518636	tt0391581	\N	\N
tt0518637	tt0391581	\N	\N
tt0518638	tt0391581	\N	\N
tt0518639	tt0391581	\N	\N
tt0518640	tt0391581	\N	\N
tt0518641	tt0391581	\N	\N
tt0518642	tt0391581	\N	\N
tt0518643	tt0391581	\N	\N
tt0518644	tt0391581	\N	\N
tt0518645	tt0391581	\N	\N
tt0518646	tt0391581	\N	\N
tt0518647	tt0391581	\N	\N
tt0518648	tt0391581	\N	\N
tt0518649	tt0391581	\N	\N
tt0518650	tt0391581	\N	\N
tt0518651	tt0391581	\N	\N
tt0518652	tt0391581	\N	\N
tt0518653	tt0391581	\N	\N
tt0518654	tt0391581	\N	\N
tt0518655	tt0391581	\N	\N
tt0518656	tt0391581	\N	\N
tt0518657	tt0391581	\N	\N
tt0518658	tt0391581	\N	\N
tt0518659	tt0391581	\N	\N
tt0518660	tt0391581	\N	\N
tt0518661	tt0391581	\N	\N
tt0518662	tt0391581	\N	\N
tt0518663	tt0391581	\N	\N
tt0518664	tt0391581	\N	\N
tt0518665	tt0391581	\N	\N
tt0518666	tt0391581	\N	\N
tt0518667	tt0391581	\N	\N
tt0518668	tt0391581	\N	\N
tt0518669	tt0391581	\N	\N
tt0518670	tt0391581	\N	\N
tt0518671	tt0391581	\N	\N
tt0518672	tt0391581	\N	\N
tt0518673	tt0391581	\N	\N
tt0518674	tt0391581	\N	\N
tt0518675	tt0391581	\N	\N
tt0518676	tt0391581	\N	\N
tt0518677	tt0391581	\N	\N
tt0518678	tt0391581	\N	\N
tt0518679	tt0391581	\N	\N
tt0518680	tt0391581	\N	\N
tt0518681	tt0391581	\N	\N
tt0518682	tt0391581	\N	\N
tt0518683	tt0391581	\N	\N
tt0518684	tt0391581	\N	\N
tt0518685	tt0391581	\N	\N
tt0518686	tt0391581	\N	\N
tt0518687	tt0391581	\N	\N
tt0518688	tt0391581	\N	\N
tt0518689	tt0391581	\N	\N
tt0518690	tt0072471	2	9
tt0518691	tt0072471	2	21
tt0518692	tt0072471	2	22
tt0518693	tt0072471	4	21
tt0518694	tt0072471	3	22
tt0518695	tt0072471	4	6
tt0518696	tt0072471	3	11
tt0518697	tt0072471	3	21
tt0518698	tt0072471	2	12
tt0518699	tt0072471	3	9
tt0518700	tt0072471	2	19
tt0518701	tt0072471	3	8
tt0518702	tt0072471	2	20
tt0518703	tt0072471	3	13
tt0518704	tt0072471	2	6
tt0518705	tt0072471	3	19
tt0518706	tt0072471	3	23
tt0518707	tt0072471	1	5
tt0518709	tt0072471	4	11
tt0518710	tt0072471	4	13
tt0518711	tt0072471	1	4
tt0518712	tt0072471	4	10
tt0518713	tt0072471	4	5
tt0518714	tt0072471	4	14
tt0518715	tt0072471	4	15
tt0518716	tt0072471	1	10
tt0518717	tt0072471	3	12
tt0518718	tt0072471	4	9
tt0518719	tt0072471	4	8
tt0518720	tt0072471	2	15
tt0518721	tt0072471	4	1
tt0518722	tt0072471	2	4
tt0518723	tt0072471	3	17
tt0518724	tt0072471	3	10
tt0518725	tt0072471	2	3
tt0518726	tt0072471	3	15
tt0518727	tt0072471	2	16
tt0518728	tt0072471	2	7
tt0518729	tt0072471	3	24
tt0518730	tt0072471	4	7
tt0518731	tt0072471	1	6
tt0518732	tt0072471	3	3
tt0518733	tt0072471	2	8
tt0518734	tt0072471	2	13
tt0518735	tt0072471	3	6
tt0518736	tt0072471	3	2
tt0518737	tt0072471	4	2
tt0518738	tt0072471	3	4
tt0518739	tt0072471	3	14
tt0518740	tt0072471	4	18
tt0518741	tt0072471	2	11
tt0518742	tt0072471	2	17
tt0518743	tt0072471	4	24
tt0518744	tt0072471	1	7
tt0518745	tt0072471	2	18
tt0518746	tt0072471	4	22
tt0518747	tt0072471	2	5
tt0518748	tt0072471	1	2
tt0518749	tt0072471	4	20
tt0518750	tt0072471	2	2
tt0518751	tt0072471	2	1
tt0518752	tt0072471	2	14
tt0518753	tt0072471	1	9
tt0518754	tt0072471	4	16
tt0518755	tt0072471	3	1
tt0518756	tt0072471	3	16
tt0518757	tt0072471	3	18
tt0518758	tt0072471	1	11
tt0518759	tt0072471	4	4
tt0518760	tt0072471	4	23
tt0518761	tt0072471	4	17
tt0518762	tt0072471	3	5
tt0518763	tt0072471	3	20
tt0518764	tt0072471	1	12
tt0518765	tt0072471	3	7
tt0518766	tt0072471	1	8
tt0518767	tt0072471	2	10
tt0518768	tt0072471	4	12
tt0518769	tt0072471	4	19
tt0518770	tt0072471	1	3
tt0518771	tt0283172	2	2
tt0518772	tt0283172	2	3
tt0518773	tt0283172	2	4
tt0518774	tt0420369	1	4
tt0518775	tt0166899	1	3
tt0518776	tt0350391	1	11
tt0518777	tt0350391	1	5
tt0518778	tt0350391	1	2
tt0518779	tt0350391	1	4
tt0518780	tt0188315	1	1
tt0518781	tt0188315	2	8
tt0518782	tt0188315	4	5
tt0518783	tt0188315	4	2
tt0518784	tt0188315	3	1
tt0518785	tt0188315	4	3
tt0518786	tt0188315	1	2
tt0518787	tt0188315	2	10
tt0518788	tt0188315	4	6
tt0518789	tt0188315	3	5
tt0518790	tt0188315	1	3
tt0518791	tt0188315	3	4
tt0518792	tt0188315	2	6
tt0518793	tt0188315	4	7
tt0518794	tt0188315	3	3
tt0518795	tt0188315	4	8
tt0518796	tt0188315	2	4
tt0518797	tt0188315	4	4
tt0518798	tt0188315	3	6
tt0518799	tt0188315	2	3
tt0518800	tt0188315	3	8
tt0518801	tt0188315	3	2
tt0518802	tt0188315	3	7
tt0518803	tt0188315	2	1
tt0518804	tt0188315	2	9
tt0518805	tt0188315	2	7
tt0518806	tt0188315	4	1
tt0518807	tt0188315	2	2
tt0518808	tt0188315	2	5
tt0518809	tt0069557	7	2
tt0518810	tt0069557	8	4
tt0518811	tt0069557	7	7
tt0518812	tt0069557	3	1
