tconst	parentTconst	seasonNumber	episodeNumber
tt0550084	tt0044255	1	18
tt0550085	tt0044255	1	22
tt0550086	tt0044255	1	23
tt0550087	tt0348907	1	2
tt0550088	tt0348907	2	7
tt0550089	tt0348907	1	39
tt0550090	tt0348907	\N	\N
tt0550091	tt0299278	3	11
tt0550092	tt0299278	1	1
tt0550093	tt0159861	3	10
tt0550094	tt0159861	1	13
tt0550095	tt0159861	3	4
tt0550096	tt0159861	1	1
tt0550097	tt0159861	2	8
tt0550098	tt0159861	3	11
tt0550099	tt0159861	1	2
tt0550100	tt0159861	2	3
tt0550101	tt0159861	2	6
tt0550102	tt0159861	3	1
tt0550103	tt0159861	3	5
tt0550104	tt0159861	2	2
tt0550105	tt0159861	2	10
tt0550106	tt0159861	3	7
tt0550107	tt0159861	2	11
tt0550108	tt0159861	2	13
tt0550109	tt0159861	3	9
tt0550110	tt0159861	2	12
tt0550111	tt0159861	1	9
tt0550112	tt0159861	1	4
tt0550113	tt0159861	2	4
tt0550114	tt0159861	2	9
tt0550115	tt0159861	1	11
tt0550116	tt0159861	3	2
tt0550117	tt0159861	1	3
tt0550118	tt0159861	3	12
tt0550119	tt0159861	2	1
tt0550120	tt0159861	1	5
tt0550121	tt0159861	1	12
tt0550122	tt0159861	3	13
tt0550123	tt0159861	3	6
tt0550124	tt0159861	3	8
tt0550125	tt0159861	1	7
tt0550126	tt0159861	2	7
tt0550127	tt0159861	3	3
tt0550128	tt0159861	1	10
tt0550129	tt0159861	1	8
tt0550130	tt0159861	2	5
tt0550131	tt0159861	1	6
tt0550132	tt0318959	1	1
tt0550133	tt0318959	1	10
tt0550134	tt0318959	1	2
tt0550135	tt0318959	1	3
tt0550136	tt0318959	1	4
tt0550137	tt0318959	1	5
tt0550138	tt0318959	1	6
tt0550139	tt0318959	1	7
tt0550140	tt0318959	1	8
tt0550141	tt0318959	1	9
tt0550142	tt0318959	2	1
tt0550143	tt0318959	2	10
tt0550144	tt0318959	2	12
tt0550145	tt0318959	2	13
tt0550146	tt0318959	2	14
tt0550147	tt0318959	2	15
tt0550148	tt0318959	2	16
tt0550149	tt0318959	2	17
tt0550150	tt0318959	2	18
tt0550151	tt0318959	2	19
tt0550152	tt0318959	2	2
tt0550153	tt0318959	2	20
tt0550154	tt0318959	2	21
tt0550155	tt0318959	2	22
tt0550156	tt0318959	2	23
tt0550157	tt0318959	2	24
tt0550158	tt0318959	2	25
tt0550159	tt0318959	2	27
tt0550160	tt0318959	2	28
tt0550161	tt0318959	2	3
tt0550162	tt0318959	2	30
tt0550163	tt0318959	2	4
tt0550164	tt0318959	2	5
tt0550165	tt0318959	2	6
tt0550166	tt0318959	2	7
tt0550167	tt0318959	2	8
tt0550168	tt0318959	2	9
tt0550169	tt0318959	3	10
tt0550170	tt0318959	3	11
tt0550171	tt0318959	3	13
tt0550172	tt0318959	3	14
tt0550173	tt0318959	3	15
tt0550174	tt0318959	3	19
tt0550175	tt0318959	3	2
tt0550176	tt0318959	3	20
tt0550177	tt0318959	3	22
tt0550178	tt0318959	3	3
tt0550179	tt0318959	3	5
tt0550180	tt0318959	3	6
tt0550181	tt0318959	3	7
tt0550182	tt0318959	3	8
tt0550183	tt0297538	1	17
tt0550184	tt0297538	1	18
tt0550185	tt0297538	1	41
tt0550186	tt0297538	1	59
tt0550187	tt0220217	1	4
tt0550188	tt0220217	1	9
tt0550189	tt0220217	2	3
tt0550190	tt0220217	2	5
tt0550191	tt0220217	1	11
tt0550192	tt0220217	2	2
tt0550193	tt0220217	1	10
tt0550194	tt0220217	1	8
tt0550195	tt0220217	2	13
tt0550196	tt0220217	2	9
tt0550197	tt0220217	2	12
tt0550198	tt0220217	1	1
tt0550199	tt0220217	2	10
tt0550200	tt0220217	2	8
tt0550201	tt0306307	1	1
tt0550202	tt0306307	1	6
tt0550203	tt0306307	1	7
tt0550204	tt0306307	1	4
tt0550205	tt0306307	1	5
tt0550206	tt0306307	1	13
tt0550207	tt0306307	1	12
tt0550208	tt0306307	1	9
tt0550209	tt0306307	1	2
tt0550210	tt0306307	1	3
tt0550211	tt0306307	1	8
tt0550212	tt0306307	1	10
tt0550213	tt0306307	1	11
tt0550214	tt0086691	1	6
tt0550215	tt0086691	2	15
tt0550216	tt0086691	2	2
tt0550217	tt0086691	2	4
tt0550218	tt0086691	2	22
tt0550219	tt0086691	1	7
tt0550220	tt0086691	2	21
tt0550221	tt0086691	2	6
tt0550222	tt0086691	2	1
tt0550223	tt0086691	1	8
tt0550224	tt0086691	1	11
tt0550225	tt0086691	2	11
tt0550226	tt0086691	2	5
tt0550227	tt0086691	1	10
tt0550228	tt0086691	2	18
tt0550229	tt0086691	2	12
tt0550230	tt0086691	2	13
tt0550231	tt0086691	2	8
tt0550232	tt0086691	2	9
tt0550233	tt0086691	2	17
tt0550234	tt0086691	1	5
tt0550235	tt0086691	1	1
tt0550236	tt0086691	1	3
tt0550237	tt0086691	2	3
tt0550238	tt0086691	2	20
tt0550239	tt0086691	2	7
tt0550240	tt0086691	1	12
tt0550241	tt0086691	2	19
tt0550242	tt0086691	2	16
tt0550243	tt0086691	1	9
tt0550244	tt0086691	1	13
tt0550245	tt0086691	2	14
tt0550246	tt0086691	1	4
tt0550247	tt0086691	1	2
tt0550248	tt0086691	2	10
tt0550249	tt0439356	1	4
tt0550250	tt0439356	1	5
tt0550251	tt0439356	1	2
tt0550252	tt0439356	1	7
tt0550253	tt0165004	2	2
tt0550254	tt0165004	1	5
tt0550255	tt0165004	2	4
tt0550256	tt0165004	2	5
tt0550257	tt0165004	1	2
tt0550258	tt0165004	2	6
tt0550259	tt0165004	2	3
tt0550260	tt0165004	1	3
tt0550261	tt0165004	2	1
tt0550262	tt0165004	1	1
tt0550263	tt0306308	\N	\N
tt0550264	tt0306308	\N	\N
tt0550265	tt0383759	1	25
tt0550266	tt0383759	1	24
tt0550267	tt0389600	2	8
tt0550268	tt0389600	2	5
tt0550269	tt0389600	3	1
tt0550270	tt0389600	1	6
tt0550272	tt0389600	2	2
tt0550273	tt0111929	1	15
tt0550274	tt0111929	1	10
tt0550275	tt0111929	1	6
tt0550276	tt0111929	1	11
tt0550277	tt0111929	1	9
tt0550278	tt0111929	1	8
tt0550279	tt0111929	1	14
tt0550280	tt0111929	1	16
tt0550281	tt0111929	1	2
tt0550282	tt0111929	1	21
tt0550283	tt0111929	1	12
tt0550284	tt0111929	1	1
tt0550285	tt0111929	1	3
tt0550286	tt0111929	1	5
tt0550287	tt0111929	1	13
tt0550288	tt0111929	1	7
tt0550289	tt0080208	1	8
tt0550290	tt0080208	1	3
tt0550291	tt0080208	2	4
tt0550292	tt0080208	2	6
tt0550293	tt0080208	2	1
tt0550294	tt0080208	2	5
tt0550295	tt0080208	1	7
tt0550296	tt0080208	1	2
tt0550297	tt0080208	1	4
tt0550298	tt0080208	2	3
tt0550299	tt0080208	1	5
tt0550300	tt0080208	2	2
tt0550301	tt0080208	1	1
tt0550302	tt0080208	1	6
tt0550303	tt0276656	1	1
tt0550304	tt0276656	1	2
tt0550305	tt0276656	12	3
tt0550306	tt0276656	12	4
tt0550307	tt0276656	2	3
tt0550308	tt0276656	\N	\N
tt0550309	tt0276656	\N	\N
tt0550310	tt0276656	\N	\N
tt0550311	tt0276656	\N	\N
tt0550312	tt0276656	\N	\N
tt0550313	tt0276656	\N	\N
tt0550314	tt0276656	\N	\N
tt0550315	tt0276656	\N	\N
tt0550316	tt0276656	\N	\N
tt0550317	tt0276656	\N	\N
tt0550318	tt0276656	\N	\N
tt0550319	tt0276656	\N	\N
tt0550320	tt0276656	\N	\N
tt0550321	tt0276656	\N	\N
tt0550322	tt0276656	\N	\N
tt0550323	tt0276656	\N	\N
tt0550324	tt0276656	\N	\N
tt0550325	tt0276656	\N	\N
tt0550326	tt0276656	\N	\N
tt0550327	tt0276656	\N	\N
tt0550328	tt0276656	\N	\N
tt0550329	tt0276656	\N	\N
tt0550330	tt0276656	\N	\N
tt0550331	tt0276656	\N	\N
tt0550332	tt0276656	\N	\N
tt0550333	tt0276656	\N	\N
tt0550334	tt0276656	\N	\N
tt0550335	tt0276656	\N	\N
tt0550336	tt0276656	\N	\N
tt0550337	tt0276656	\N	\N
tt0550338	tt0276656	\N	\N
tt0550339	tt0276656	\N	\N
tt0550340	tt0173536	1	3
tt0550341	tt0173536	12	2
tt0550342	tt0173536	11	5
tt0550343	tt0173536	7	3
tt0550344	tt0173536	11	1
tt0550345	tt0173536	10	4
tt0550346	tt0173536	5	4
tt0550347	tt0173536	5	1
tt0550348	tt0173536	12	6
tt0550349	tt0173536	8	6
tt0550350	tt0173536	6	2
tt0550351	tt0173536	7	5
tt0550352	tt0173536	12	1
tt0550353	tt0173536	8	3
tt0550354	tt0173536	10	6
tt0550355	tt0173536	9	5
tt0550356	tt0173536	11	4
tt0550357	tt0173536	3	5
tt0550358	tt0173536	8	4
tt0550359	tt0173536	6	5
tt0550360	tt0173536	9	1
tt0550361	tt0173536	7	6
tt0550362	tt0173536	9	4
tt0550363	tt0173536	3	1
tt0550364	tt0173536	7	1
tt0550365	tt0173536	5	6
tt0550366	tt0173536	11	2
tt0550367	tt0173536	8	2
tt0550368	tt0173536	10	5
tt0550369	tt0173536	1	1
tt0550370	tt0173536	3	4
tt0550371	tt0173536	12	4
tt0550372	tt0173536	5	3
tt0550373	tt0173536	5	2
tt0550374	tt0173536	11	6
tt0550375	tt0173536	2	4
tt0550376	tt0173536	3	3
tt0550377	tt0173536	1	4
tt0550378	tt0173536	4	3
tt0550380	tt0173536	1	5
tt0550381	tt0173536	6	4
tt0550382	tt0173536	7	4
tt0550383	tt0173536	2	3
tt0550384	tt0173536	1	6
tt0550385	tt0173536	10	1
tt0550386	tt0173536	6	1
tt0550387	tt0173536	3	2
tt0550388	tt0173536	2	1
tt0550389	tt0173536	4	5
tt0550390	tt0173536	6	3
tt0550391	tt0173536	9	6
tt0550392	tt0173536	4	6
tt0550393	tt0173536	6	6
tt0550394	tt0173536	4	4
tt0550395	tt0173536	8	1
tt0550396	tt0173536	1	2
tt0550397	tt0173536	2	2
tt0550398	tt0173536	2	5
tt0550399	tt0173536	5	5
tt0550400	tt0173536	4	1
tt0550401	tt0173536	2	6
tt0550402	tt0173536	10	2
tt0550403	tt0173536	8	5
tt0550404	tt0173536	9	3
tt0550405	tt0173536	10	3
tt0550406	tt0173536	11	3
tt0550407	tt0173536	4	2
tt0550408	tt0173536	7	2
tt0550409	tt0173536	12	3
tt0550410	tt0173536	3	6
tt0550411	tt0105978	1	5
tt0550412	tt0267164	\N	\N
tt0550413	tt0267164	\N	\N
tt0550414	tt0090410	1	7
tt0550415	tt0090410	2	3
tt0550416	tt0090410	2	4
tt0550417	tt0090410	2	2
tt0550418	tt0090410	2	17
tt0550419	tt0090410	2	18
tt0550420	tt0090410	1	11
tt0550421	tt0090410	2	21
tt0550422	tt0090410	1	14
tt0550423	tt0090410	2	12
tt0550424	tt0090410	1	3
tt0550425	tt0090410	1	10
tt0550426	tt0090410	2	22
tt0550427	tt0090410	1	21
tt0550428	tt0090410	1	12
tt0550429	tt0090410	1	9
tt0550430	tt0090410	2	14
tt0550431	tt0090410	2	7
tt0550432	tt0090410	2	8
tt0550433	tt0090410	2	9
tt0550434	tt0090410	2	10
tt0550436	tt0090410	2	15
tt0550438	tt0090410	1	2
tt0550439	tt0090410	2	13
tt0550440	tt0090410	2	20
tt0550441	tt0090410	1	8
tt0550442	tt0090410	2	16
tt0550443	tt0090410	2	6
tt0550444	tt0090410	2	11
tt0550445	tt0090410	1	4
tt0550446	tt0090410	2	5
tt0550447	tt0090410	1	13
tt0550448	tt0090410	1	17
tt0550449	tt0090410	2	19
tt0550450	tt0090410	1	16
tt0550451	tt0090410	1	19
tt0550452	tt0090410	2	1
tt0550453	tt0090410	1	5
tt0550454	tt0090410	1	18
tt0550455	tt0090410	1	6
tt0550456	tt0090410	1	20
tt0550457	tt0090410	1	15
tt0550458	tt0396979	2	7
tt0550459	tt0396979	\N	\N
tt0550460	tt0396979	\N	\N
tt0550461	tt0396979	\N	\N
tt0550462	tt0396979	\N	\N
tt0550463	tt0396979	\N	\N
tt0550464	tt0118292	1	2
tt0550465	tt0118292	1	8
tt0550466	tt0118292	1	6
tt0550467	tt0118292	1	3
tt0550468	tt0118292	1	1
tt0550469	tt0118292	1	5
tt0550470	tt0118292	1	7
tt0550471	tt0118292	1	4
tt0550472	tt0169485	3	3
tt0550473	tt0169485	1	2
tt0550474	tt0169485	3	2
tt0550475	tt0169485	1	5
tt0550476	tt0169485	2	1
tt0550477	tt0169485	1	1
tt0550478	tt0169485	1	3
tt0550479	tt0169485	3	1
tt0550480	tt0169485	1	4
tt0550481	tt0096564	1	1
tt0550482	tt0185794	21	4
tt0550483	tt0185794	22	5
tt0550484	tt0274249	2	1
tt0550485	tt0452046	1	11
tt0550486	tt0452046	1	5
tt0550487	tt0452046	1	2
tt0550488	tt0452046	1	9
tt0550489	tt0452046	1	1
tt0550490	tt0452046	1	6
tt0550491	tt0452046	1	8
tt0550492	tt0452046	1	4
tt0550493	tt0452046	1	13
tt0550494	tt0452046	1	10
tt0550495	tt0452046	1	7
tt0550496	tt0452046	1	15
tt0550497	tt0452046	1	12
tt0550498	tt0452046	1	3
tt0550499	tt0354284	1	5
tt0550500	tt0118293	1	3
tt0550501	tt0118293	1	2
tt0550502	tt0118293	1	6
tt0550503	tt0118293	1	4
tt0550504	tt0118293	1	1
tt0550505	tt0118293	1	5
tt0550506	tt0461622	1	9
tt0550507	tt0461622	1	17
tt0550508	tt0269117	5	10
tt0550509	tt0456202	\N	\N
tt0550510	tt0456202	\N	\N
tt0550511	tt0108734	1	11
tt0550512	tt0108734	1	5
tt0550513	tt0108734	1	13
tt0550514	tt0108734	2	4
tt0550515	tt0108734	2	6
tt0550516	tt0108734	1	3
tt0550517	tt0108734	1	10
tt0550518	tt0108734	1	6
tt0550519	tt0108734	2	5
tt0550520	tt0108734	2	10
tt0550521	tt0108734	1	9
tt0550522	tt0108734	2	3
tt0550523	tt0108734	1	8
tt0550524	tt0108734	1	2
tt0550525	tt0108734	1	4
tt0550526	tt0108734	2	7
tt0550527	tt0108734	2	1
tt0550528	tt0108734	2	2
tt0550529	tt0108734	1	1
tt0550530	tt0108734	1	12
tt0550531	tt0361244	1	3
tt0550534	tt0358809	1	14
tt0550535	tt0358809	1	10
tt0550536	tt0331737	4	4
tt0550537	tt0331737	2	20
tt0550538	tt0331737	4	6
tt0550539	tt0331737	4	5
tt0550540	tt0331737	\N	\N
tt0550541	tt0331737	\N	\N
tt0550542	tt0331737	2	12
tt0550543	tt0475188	\N	\N
tt0550544	tt0475188	\N	\N
tt0550545	tt0475188	\N	\N
tt0550546	tt0475188	\N	\N
tt0550547	tt0375289	2	2
tt0550548	tt0375289	2	3
tt0550549	tt0375289	2	8
tt0550550	tt0375289	2	1
tt0550551	tt0375289	2	7
tt0550552	tt0375289	2	5
tt0550553	tt0375289	2	6
tt0550554	tt0375289	1	2
tt0550555	tt0375289	1	4
tt0550556	tt0375289	1	7
tt0550557	tt0375289	1	1
tt0550558	tt0375289	1	8
tt0550559	tt0375289	1	6
tt0550560	tt0375289	1	3
tt0550561	tt0375289	1	10
tt0550562	tt0375289	1	5
tt0550563	tt0375289	1	11
tt0550564	tt0171987	1	14
tt0550565	tt0171987	1	54
tt0550566	tt0171987	1	31
tt0550567	tt0224855	\N	\N
tt0550568	tt0224855	\N	\N
tt0550569	tt0224855	\N	\N
tt0550570	tt0224855	\N	\N
tt0550571	tt0224855	\N	\N
tt0550572	tt0224855	\N	\N
tt0550573	tt0224855	\N	\N
tt0550574	tt0224855	\N	\N
tt0550575	tt0198097	\N	\N
tt0550576	tt0198097	\N	\N
tt0550577	tt0198097	\N	\N
tt0550578	tt0198097	\N	\N
tt0550579	tt0198097	\N	\N
tt0550580	tt0198097	\N	\N
tt0550581	tt0198097	\N	\N
tt0550582	tt0198097	\N	\N
tt0550583	tt0198097	\N	\N
tt0550584	tt0198097	\N	\N
tt0550585	tt0412118	1	10
tt0550586	tt0412118	1	3
tt0550587	tt0412118	1	5
tt0550588	tt0412118	1	15
tt0550589	tt0412118	1	7
tt0550590	tt0412118	1	9
tt0550591	tt0412118	1	14
tt0550592	tt0412118	1	19
tt0550593	tt0412118	1	1
tt0550594	tt0412118	1	23
tt0550595	tt0412118	1	12
tt0550596	tt0412118	1	13
tt0550597	tt0412118	1	22
tt0550598	tt0140731	3	20
tt0550599	tt0140731	3	4
tt0550600	tt0140731	3	9
tt0550601	tt0140731	3	19
tt0550602	tt0140731	2	16
tt0550603	tt0140731	1	13
tt0550604	tt0140731	1	15
tt0550605	tt0140731	3	15
tt0550606	tt0140731	3	2
tt0550607	tt0140731	1	14
tt0550608	tt0140731	1	19
tt0550609	tt0140731	1	8
tt0550610	tt0140731	2	20
tt0550611	tt0140731	1	11
tt0550612	tt0140731	2	21
tt0550613	tt0140731	3	13
tt0550614	tt0140731	2	11
tt0550615	tt0140731	3	23
tt0550616	tt0140731	3	24
tt0550617	tt0140731	1	12
tt0550618	tt0140731	1	20
tt0550619	tt0140731	1	2
tt0550620	tt0140731	1	24
tt0550621	tt0140731	3	1
tt0550622	tt0140731	2	3
tt0550623	tt0140732	\N	\N
tt0550624	tt0140732	\N	\N
tt0550625	tt0140732	\N	\N
tt0550626	tt0140732	\N	\N
tt0550627	tt0140732	\N	\N
tt0550628	tt0140732	\N	\N
tt0550629	tt0140732	\N	\N
tt0550630	tt0140732	\N	\N
tt0550631	tt0140732	\N	\N
tt0550632	tt0140732	\N	\N
tt0550633	tt0284718	5	8
tt0550634	tt0284718	4	10
tt0550635	tt0284718	1	15
tt0550636	tt0284718	4	1
tt0550637	tt0284718	3	9
tt0550638	tt0284718	2	5
tt0550639	tt0284718	1	6
tt0550640	tt0284718	5	15
tt0550641	tt0284718	1	12
tt0550642	tt0284718	1	10
tt0550643	tt0284718	4	6
tt0550644	tt0284718	2	2
tt0550645	tt0284718	1	4
tt0550646	tt0284718	5	12
tt0550647	tt0284718	2	16
tt0550648	tt0284718	1	17
tt0550649	tt0284718	2	17
tt0550650	tt0284718	2	19
tt0550651	tt0284718	3	12
tt0550652	tt0284718	3	5
tt0550653	tt0284718	5	9
tt0550654	tt0284718	4	4
tt0550655	tt0284718	3	1
tt0550656	tt0284718	1	8
tt0550657	tt0284718	1	9
tt0550658	tt0284718	2	8
tt0550659	tt0284718	4	19
tt0550660	tt0284718	5	5
tt0550661	tt0284718	4	12
tt0550662	tt0284718	2	11
tt0550663	tt0284718	2	18
tt0550664	tt0284718	4	8
tt0550665	tt0284718	1	19
tt0550666	tt0284718	4	20
tt0550667	tt0284718	1	14
tt0550668	tt0284718	4	14
tt0550669	tt0284718	3	11
tt0550670	tt0284718	4	3
tt0550671	tt0284718	3	4
tt0550672	tt0284718	4	15
tt0550673	tt0284718	2	15
tt0550674	tt0284718	5	4
tt0550675	tt0284718	4	21
tt0550676	tt0284718	4	5
tt0550677	tt0284718	4	17
tt0550678	tt0284718	1	16
tt0550679	tt0284718	5	10
tt0550680	tt0284718	5	2
tt0550681	tt0284718	1	13
tt0550682	tt0284718	3	7
tt0550683	tt0284718	3	8
tt0550684	tt0284718	4	11
tt0550685	tt0284718	4	9
tt0550686	tt0284718	2	10
tt0550687	tt0284718	3	13
tt0550688	tt0284718	4	2
tt0550689	tt0284718	2	21
tt0550690	tt0284718	2	22
tt0550691	tt0284718	2	4
tt0550692	tt0284718	2	12
tt0550693	tt0284718	1	1
tt0550694	tt0284718	2	9
tt0550695	tt0284718	3	10
tt0550696	tt0284718	5	7
tt0550697	tt0284718	4	18
tt0550698	tt0284718	5	17
tt0550699	tt0284718	2	7
tt0550700	tt0284718	3	6
tt0550701	tt0284718	1	22
tt0550702	tt0284718	1	23
tt0550703	tt0284718	1	7
tt0550704	tt0284718	4	16
tt0550705	tt0284718	3	2
tt0550706	tt0284718	1	21
tt0550707	tt0284718	5	16
tt0550708	tt0284718	2	13
tt0550710	tt0284718	1	2
tt0550711	tt0284718	5	11
tt0550712	tt0284718	1	20
tt0550713	tt0284718	1	3
tt0550714	tt0284718	2	3
tt0550715	tt0284718	2	1
tt0550716	tt0284718	5	1
tt0550717	tt0284718	3	3
tt0550718	tt0284718	5	6
tt0550719	tt0284718	5	3
tt0550720	tt0284718	2	6
tt0550721	tt0284718	4	7
tt0550722	tt0284718	2	14
tt0550723	tt0284718	1	18
tt0550724	tt0284718	1	11
tt0550725	tt0284718	1	5
tt0550726	tt0284718	4	13
tt0550727	tt0292776	\N	\N
tt0550728	tt0292776	\N	\N
tt0550729	tt0292776	\N	\N
tt0550730	tt0292776	\N	\N
tt0550731	tt0292776	\N	\N
tt0550732	tt0292776	\N	\N
tt0550733	tt0292776	\N	\N
tt0550734	tt0292776	\N	\N
tt0550735	tt0292776	\N	\N
tt0550736	tt0292776	\N	\N
tt0550737	tt0383760	1	24
tt0550738	tt0383760	1	15
tt0550739	tt0383760	1	25
tt0550740	tt0383760	1	8
tt0550741	tt0383760	1	7
tt0550742	tt0383760	1	2
tt0550743	tt0383760	1	22
tt0550744	tt0383760	1	10
tt0550745	tt0383760	1	14
tt0550746	tt0383760	1	5
tt0550747	tt0383760	1	11
tt0550748	tt0383760	1	1
tt0550749	tt0383760	1	18
tt0550750	tt0383760	1	20
tt0550751	tt0383760	1	9
tt0550752	tt0383760	1	16
tt0550753	tt0383760	1	23
tt0550754	tt0383760	1	19
tt0550755	tt0383760	\N	\N
tt0550756	tt0383760	1	6
tt0550757	tt0383760	1	13
tt0550758	tt0383760	1	12
tt0550759	tt0383760	1	17
tt0550760	tt0383760	1	21
tt0550761	tt0383760	1	4
tt0550762	tt0383760	1	26
tt0550763	tt0383760	1	3
tt0550764	tt0047724	2	34
tt0550765	tt0047724	1	13
tt0550766	tt0047724	1	29
tt0550767	tt0047724	2	19
tt0550768	tt0047724	2	29
tt0550769	tt0047724	2	28
tt0550770	tt0047724	1	6
tt0550771	tt0047724	2	22
tt0550772	tt0047724	1	15
tt0550773	tt0047724	1	11
tt0550774	tt0047724	2	2
tt0550775	tt0047724	1	2
tt0550776	tt0047724	2	35
tt0550777	tt0047724	2	32
tt0550778	tt0047724	2	37
tt0550779	tt0047724	1	28
tt0550780	tt0047724	1	26
tt0550781	tt0047724	1	39
tt0550782	tt0047724	2	17
tt0550783	tt0047724	2	9
tt0550784	tt0047724	2	39
tt0550785	tt0047724	1	31
tt0550786	tt0047724	1	5
tt0550787	tt0047724	2	23
tt0550788	tt0047724	2	20
tt0550789	tt0047724	2	30
tt0550790	tt0047724	1	32
tt0550791	tt0047724	2	24
tt0550792	tt0047724	1	35
tt0550793	tt0047724	1	9
tt0550794	tt0047724	1	23
tt0550795	tt0047724	1	7
tt0550796	tt0047724	2	12
tt0550797	tt0047724	2	26
tt0550798	tt0047724	2	38
tt0550799	tt0047724	2	3
tt0550800	tt0047724	1	1
tt0550801	tt0047724	1	12
tt0550802	tt0047724	2	5
tt0550803	tt0047724	1	17
tt0550804	tt0047724	2	11
tt0550805	tt0047724	2	8
tt0550806	tt0047724	1	25
tt0550807	tt0047724	2	1
tt0550808	tt0047724	1	10
tt0550809	tt0047724	1	8
tt0550810	tt0047724	2	18
tt0550811	tt0047724	2	33
tt0550812	tt0047724	1	18
tt0550813	tt0047724	2	13
tt0550814	tt0047724	2	10
tt0550815	tt0047724	2	27
tt0550816	tt0047724	1	19
tt0550817	tt0047724	2	36
tt0550818	tt0047724	1	16
tt0550819	tt0047724	2	16
tt0550820	tt0047724	1	21
tt0550821	tt0047724	2	4
tt0550822	tt0047724	1	36
tt0550823	tt0047724	1	22
tt0550824	tt0047724	1	24
tt0550825	tt0047724	1	37
tt0550826	tt0047724	1	20
tt0550827	tt0047724	1	3
tt0550828	tt0047724	1	30
tt0550829	tt0047724	2	31
tt0550830	tt0047724	2	7
tt0550831	tt0047724	1	27
tt0550832	tt0047724	1	4
tt0550833	tt0047724	2	6
tt0550834	tt0103392	\N	\N
tt0550835	tt0103392	1	5
tt0550836	tt0103392	1	10
tt0550837	tt0264970	\N	\N
tt0550838	tt0264970	1	1
tt0550839	tt0264970	\N	\N
tt0550840	tt0264970	\N	\N
tt0550841	tt0264970	1	289
tt0550842	tt0264970	\N	\N
tt0550843	tt0264970	\N	\N
tt0550844	tt0264970	1	315
tt0550845	tt0264970	\N	\N
tt0550846	tt0264970	\N	\N
tt0550847	tt0264970	\N	\N
tt0550848	tt0264970	\N	\N
tt0550849	tt0264970	\N	\N
tt0550850	tt0264970	\N	\N
tt0550851	tt0264970	\N	\N
tt0550852	tt0264970	\N	\N
tt0550853	tt0264970	\N	\N
tt0550854	tt0264970	\N	\N
tt0550855	tt0264970	\N	\N
tt0550856	tt0264970	\N	\N
tt0550857	tt0264970	\N	\N
tt0550858	tt0264970	\N	\N
tt0550859	tt0264970	\N	\N
tt0550860	tt0264970	\N	\N
tt0550861	tt0264970	\N	\N
tt0550862	tt0264970	\N	\N
tt0550863	tt0375290	1	1
tt0550864	tt0166425	1	22
tt0550865	tt0166425	1	9
tt0550866	tt0166425	1	15
tt0550867	tt0166425	1	20
tt0550868	tt0166425	1	18
tt0550869	tt0166425	1	21
tt0550870	tt0166425	1	10
tt0550871	tt0166425	1	12
tt0550872	tt0166425	1	7
tt0550873	tt0166425	1	3
tt0550874	tt0166425	1	8
tt0550875	tt0166425	1	14
tt0550876	tt0166425	1	17
tt0550877	tt0166425	1	4
tt0550878	tt0166425	1	16
tt0550879	tt0166425	1	6
tt0550880	tt0166425	1	2
tt0550881	tt0166425	1	13
tt0550882	tt0166425	1	19
tt0550883	tt0166425	1	1
tt0550884	tt0166425	1	11
tt0550885	tt0166425	1	5
tt0550886	tt0140733	3	34
tt0550887	tt0140733	3	25
tt0550888	tt0140733	2	19
tt0550889	tt0140733	4	6
tt0550890	tt0140733	2	139
tt0550891	tt0140733	2	13
tt0550892	tt0140733	2	76
tt0550893	tt0140733	2	115
tt0550894	tt0140733	2	61
tt0550895	tt0140733	2	25
tt0550896	tt0140733	3	145
tt0550897	tt0140733	3	70
tt0550898	tt0140733	4	30
tt0550899	tt0140733	2	90
tt0550900	tt0140733	3	142
tt0550901	tt0140733	2	43
tt0550902	tt0140733	2	4
tt0550903	tt0140733	2	145
tt0550904	tt0140733	3	40
tt0550905	tt0140733	1	28
tt0550906	tt0140733	4	36
tt0550907	tt0140733	3	100
tt0550908	tt0140733	3	139
tt0550909	tt0140733	2	49
tt0550910	tt0140733	1	34
tt0550911	tt0140733	3	52
tt0550912	tt0140733	2	103
tt0550913	tt0140733	3	13
tt0550914	tt0140733	3	31
tt0550915	tt0140733	1	25
tt0550916	tt0140733	3	46
tt0550917	tt0140733	3	16
tt0550918	tt0140733	3	73
tt0550919	tt0140733	2	28
tt0550920	tt0140733	3	4
tt0550921	tt0140733	3	109
tt0550922	tt0140733	3	7
tt0550923	tt0140733	2	124
tt0550924	tt0140733	3	76
tt0550925	tt0140733	2	22
tt0550926	tt0140733	2	55
tt0550927	tt0140733	2	118
tt0550928	tt0140733	1	4
tt0550929	tt0140733	2	34
tt0550930	tt0140733	4	9
tt0550931	tt0140733	3	94
tt0550932	tt0140733	3	55
tt0550933	tt0140733	2	94
tt0550934	tt0140733	2	151
tt0550935	tt0140733	2	142
tt0550936	tt0140733	2	127
tt0550937	tt0140733	3	85
tt0550938	tt0140733	3	97
tt0550939	tt0140733	3	37
tt0550940	tt0140733	3	115
tt0550941	tt0140733	2	70
tt0550942	tt0140733	2	10
tt0550943	tt0140733	3	103
tt0550944	tt0140733	2	16
tt0550945	tt0140733	4	39
tt0550946	tt0140733	3	151
tt0550947	tt0140733	2	106
tt0550948	tt0140733	1	31
tt0550949	tt0140733	1	22
